locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOBIDPDJ_03490	CDS	705				hypothetical protein
HOBIDPDJ_03491	CDS	417	mdtJ_2			Spermidine export protein MdtJ
HOBIDPDJ_03492	CDS	327	emrE_3		COG2076	Multidrug transporter EmrE
HOBIDPDJ_03493	CDS	1131	yopH	3.1.3.48		Tyrosine-protein phosphatase YopH
HOBIDPDJ_03494	CDS	3078	bepE			Efflux pump membrane transporter BepE
HOBIDPDJ_03495	CDS	1107	mdtA_1			Multidrug resistance protein MdtA
HOBIDPDJ_03496	CDS	423				hypothetical protein
HOBIDPDJ_03497	CDS	450	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
HOBIDPDJ_03498	CDS	432				hypothetical protein
HOBIDPDJ_03499	CDS	693				hypothetical protein
HOBIDPDJ_03500	CDS	573				hypothetical protein
HOBIDPDJ_03501	CDS	753	prgK		COG4669	Lipoprotein PrgK
HOBIDPDJ_03502	CDS	279				hypothetical protein
HOBIDPDJ_03503	CDS	255	mxiH			Protein MxiH
HOBIDPDJ_03504	CDS	1074				hypothetical protein
HOBIDPDJ_03505	CDS	756	rhaS_2			HTH-type transcriptional activator RhaS
HOBIDPDJ_03506	CDS	1716	sctC		COG1450	Type 3 secretion system secretin
HOBIDPDJ_03507	CDS	1077				hypothetical protein
HOBIDPDJ_03508	CDS	2100	invA		COG4789	Invasion protein InvA
HOBIDPDJ_03509	CDS	414	spaK			Surface presentation of antigens protein SpaK
HOBIDPDJ_03510	CDS	1281	spaL	7.1.2.2	COG1157	putative ATP synthase SpaL
HOBIDPDJ_03511	CDS	462				hypothetical protein
HOBIDPDJ_03512	CDS	1179				hypothetical protein
HOBIDPDJ_03513	CDS	930				hypothetical protein
HOBIDPDJ_03514	CDS	660	spaP		COG4790	Surface presentation of antigens protein SpaP
HOBIDPDJ_03515	CDS	249	spaQ		COG4794	Surface presentation of antigens protein SpaQ
HOBIDPDJ_03516	CDS	774	spaR		COG4791	Surface presentation of antigens protein SpaR
HOBIDPDJ_03517	CDS	1062	spaS		COG1377	Surface presentation of antigens protein SpaS
HOBIDPDJ_03518	CDS	519	ipgC		COG0457	Chaperone protein IpgC
HOBIDPDJ_03519	CDS	687				hypothetical protein
HOBIDPDJ_03520	CDS	1404				hypothetical protein
HOBIDPDJ_03521	CDS	831				hypothetical protein
HOBIDPDJ_03522	CDS	1047				hypothetical protein
HOBIDPDJ_03523	CDS	459	btuB_3			Vitamin B12 transporter BtuB
HOBIDPDJ_03524	CDS	1452	btuB_4			Vitamin B12 transporter BtuB
HOBIDPDJ_03525	CDS	849	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
HOBIDPDJ_03526	CDS	825	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HOBIDPDJ_03527	CDS	795			COG1120	putative ABC transporter ATP-binding protein
HOBIDPDJ_03528	CDS	999			COG0609	putative ABC transporter permease protein
HOBIDPDJ_03529	CDS	1032	btuF_3			Vitamin B12-binding protein
HOBIDPDJ_03530	CDS	996	gntR_2			HTH-type transcriptional regulator GntR
HOBIDPDJ_03531	CDS	555	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
HOBIDPDJ_03532	CDS	1338	gntU		COG2610	Low-affinity gluconate transporter
HOBIDPDJ_03533	CDS	927				hypothetical protein
HOBIDPDJ_03534	CDS	105				hypothetical protein
HOBIDPDJ_03535	CDS	1233				hypothetical protein
HOBIDPDJ_03536	CDS	1194				hypothetical protein
HOBIDPDJ_03537	CDS	1419				hypothetical protein
HOBIDPDJ_03538	CDS	795				hypothetical protein
HOBIDPDJ_03539	CDS	1152				hypothetical protein
HOBIDPDJ_03540	CDS	1143				hypothetical protein
HOBIDPDJ_03541	CDS	1014				hypothetical protein
HOBIDPDJ_03542	CDS	462	recX		COG2137	Regulatory protein RecX
HOBIDPDJ_03543	CDS	612	gbpA		COG3397	GlcNAc-binding protein A
HOBIDPDJ_03544	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
HOBIDPDJ_03545	CDS	393				hypothetical protein
HOBIDPDJ_03546	CDS	594	yrdA_2		COG0663	Protein YrdA
HOBIDPDJ_03547	CDS	786	caiD	4.2.1.149		Carnitinyl-CoA dehydratase
HOBIDPDJ_03548	CDS	1557	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
HOBIDPDJ_03549	CDS	1221	caiB	2.8.3.21		L-carnitine CoA-transferase
HOBIDPDJ_03550	CDS	1143	caiA	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
HOBIDPDJ_03551	CDS	1515	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
HOBIDPDJ_03552	CDS	774	fixA_2		COG2086	Protein FixA
HOBIDPDJ_03553	CDS	939	fixB_2		COG2025	Protein FixB
HOBIDPDJ_03554	CDS	1293	dadA_2	1.4.99.-		D-amino acid dehydrogenase
HOBIDPDJ_03555	CDS	288	fixX_2		COG2440	Ferredoxin-like protein FixX
HOBIDPDJ_03556	CDS	1332	ygcS			Inner membrane metabolite transport protein YgcS
HOBIDPDJ_03557	CDS	4935				hypothetical protein
HOBIDPDJ_03558	CDS	2196				hypothetical protein
HOBIDPDJ_03559	CDS	630				hypothetical protein
HOBIDPDJ_03560	CDS	597	lemA		COG1704	Protein LemA
HOBIDPDJ_03561	CDS	1179				hypothetical protein
HOBIDPDJ_03562	CDS	873				hypothetical protein
HOBIDPDJ_03563	CDS	432				hypothetical protein
HOBIDPDJ_03564	CDS	1353	dnaB_4	3.6.4.12	COG0305	Replicative DNA helicase
HOBIDPDJ_03565	CDS	1650				hypothetical protein
HOBIDPDJ_03566	CDS	591				hypothetical protein
HOBIDPDJ_03567	CDS	285				hypothetical protein
HOBIDPDJ_03568	CDS	1296				hypothetical protein
HOBIDPDJ_03569	CDS	519				hypothetical protein
HOBIDPDJ_03570	CDS	705				hypothetical protein
HOBIDPDJ_03571	CDS	537				hypothetical protein
HOBIDPDJ_03572	CDS	2055	topB_3	5.6.2.1	COG0550	DNA topoisomerase 3
HOBIDPDJ_03573	CDS	468				hypothetical protein
HOBIDPDJ_03574	CDS	912				ISNCY family transposase ISPlu22
HOBIDPDJ_03575	CDS	333				hypothetical protein
HOBIDPDJ_03576	CDS	312	speF_2	4.1.1.17	COG1982	Inducible ornithine decarboxylase
HOBIDPDJ_03577	CDS	411	hifA			Major fimbrial subunit
HOBIDPDJ_03578	CDS	462	yadV_3			putative fimbrial chaperone YadV
HOBIDPDJ_03579	CDS	219				hypothetical protein
HOBIDPDJ_03580	CDS	192	rclC		COG3059	Inner membrane protein RclC
HOBIDPDJ_03581	CDS	357				hypothetical protein
HOBIDPDJ_03582	CDS	2082			COG1629	putative TonB-dependent receptor
HOBIDPDJ_03583	CDS	2370	btuB_5			Vitamin B12 transporter BtuB
HOBIDPDJ_03584	CDS	177				hypothetical protein
HOBIDPDJ_03585	CDS	348				hypothetical protein
HOBIDPDJ_03586	CDS	1065				IS110 family transposase ISBli6
HOBIDPDJ_03587	CDS	534				IS3 family transposase ISEc52
HOBIDPDJ_03588	CDS	303				IS3 family transposase ISEc52
HOBIDPDJ_03589	CDS	135				hypothetical protein
HOBIDPDJ_03590	CDS	189				hypothetical protein
HOBIDPDJ_03591	CDS	144				hypothetical protein
HOBIDPDJ_03592	CDS	750				hypothetical protein
HOBIDPDJ_03593	CDS	1728		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
HOBIDPDJ_03594	CDS	1767		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
HOBIDPDJ_03595	CDS	774	pikAV	3.1.2.-		Thioesterase PikA5
HOBIDPDJ_03596	CDS	1089				hypothetical protein
HOBIDPDJ_03597	CDS	9216	cmoM_3	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
HOBIDPDJ_03598	CDS	6105	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
HOBIDPDJ_03599	CDS	738				hypothetical protein
HOBIDPDJ_03600	CDS	1230	ampG_2		COG0477	Anhydromuropeptide permease
HOBIDPDJ_03601	CDS	1989	fyuA		COG1629	Pesticin receptor
HOBIDPDJ_03602	CDS	300				IS200/IS605 family transposase ISShes4
HOBIDPDJ_03603	CDS	663				hypothetical protein
HOBIDPDJ_03604	CDS	741				hypothetical protein
HOBIDPDJ_03605	CDS	735				hypothetical protein
HOBIDPDJ_03606	CDS	639				hypothetical protein
HOBIDPDJ_03607	CDS	555				hypothetical protein
HOBIDPDJ_03608	CDS	198				hypothetical protein
HOBIDPDJ_03609	CDS	2148				hypothetical protein
HOBIDPDJ_03610	CDS	750				hypothetical protein
HOBIDPDJ_03611	CDS	609				hypothetical protein
HOBIDPDJ_03612	CDS	327				hypothetical protein
HOBIDPDJ_03613	CDS	240				hypothetical protein
HOBIDPDJ_03614	CDS	369				hypothetical protein
HOBIDPDJ_03615	CDS	417				hypothetical protein
HOBIDPDJ_03616	CDS	645				hypothetical protein
HOBIDPDJ_03617	CDS	897				hypothetical protein
HOBIDPDJ_03618	CDS	1530				hypothetical protein
HOBIDPDJ_03619	CDS	486				hypothetical protein
HOBIDPDJ_03620	CDS	438				hypothetical protein
HOBIDPDJ_03621	CDS	2868				hypothetical protein
HOBIDPDJ_03622	CDS	2226				hypothetical protein
HOBIDPDJ_03623	CDS	441				hypothetical protein
HOBIDPDJ_03624	CDS	975				hypothetical protein
HOBIDPDJ_03625	CDS	1443				hypothetical protein
HOBIDPDJ_03626	CDS	339				hypothetical protein
HOBIDPDJ_03627	CDS	1515				hypothetical protein
HOBIDPDJ_03628	CDS	408				hypothetical protein
HOBIDPDJ_03629	CDS	300				hypothetical protein
HOBIDPDJ_03630	CDS	240				hypothetical protein
HOBIDPDJ_03631	CDS	909				hypothetical protein
HOBIDPDJ_03632	CDS	612				hypothetical protein
HOBIDPDJ_03633	CDS	195				hypothetical protein
HOBIDPDJ_03634	CDS	363				hypothetical protein
HOBIDPDJ_03635	CDS	318				hypothetical protein
HOBIDPDJ_03636	CDS	423				hypothetical protein
HOBIDPDJ_03637	CDS	357				hypothetical protein
HOBIDPDJ_03638	CDS	513				hypothetical protein
HOBIDPDJ_03639	CDS	648				hypothetical protein
HOBIDPDJ_03640	CDS	975	traC_3	2.7.7.-		DNA primase TraC
HOBIDPDJ_03641	CDS	300				hypothetical protein
HOBIDPDJ_03642	CDS	1002				hypothetical protein
HOBIDPDJ_03643	CDS	327				hypothetical protein
HOBIDPDJ_03644	CDS	1593				hypothetical protein
HOBIDPDJ_03645	CDS	1071	xerC_6			Tyrosine recombinase XerC
HOBIDPDJ_03646	tRNA	76				tRNA-Phe(gaa)
HOBIDPDJ_03647	CDS	573				hypothetical protein
HOBIDPDJ_03648	CDS	1326	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
HOBIDPDJ_03649	CDS	1425	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
HOBIDPDJ_03650	CDS	507				hypothetical protein
HOBIDPDJ_03651	CDS	294	groS		COG0234	10 kDa chaperonin
HOBIDPDJ_03652	CDS	1647	groL			60 kDa chaperonin
HOBIDPDJ_03653	CDS	363				hypothetical protein
HOBIDPDJ_03654	CDS	615				hypothetical protein
HOBIDPDJ_03655	CDS	300				hypothetical protein
HOBIDPDJ_03656	CDS	459				hypothetical protein
HOBIDPDJ_03657	CDS	147				hypothetical protein
HOBIDPDJ_03658	CDS	747				hypothetical protein
HOBIDPDJ_03659	CDS	750				hypothetical protein
HOBIDPDJ_03660	rRNA	1859				23S ribosomal RNA (partial)
HOBIDPDJ_03661	CDS	654				TPR repeat-containing protein
HOBIDPDJ_03662	CDS	1056				hypothetical protein
HOBIDPDJ_03663	CDS	153	icd_5	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
HOBIDPDJ_03664	CDS	1128				hypothetical protein
HOBIDPDJ_03665	CDS	243				hypothetical protein
HOBIDPDJ_03666	CDS	234				hypothetical protein
HOBIDPDJ_03667	CDS	207				hypothetical protein
HOBIDPDJ_03668	CDS	222	traR_1			Protein TraR
HOBIDPDJ_03669	CDS	309				hypothetical protein
HOBIDPDJ_03670	CDS	828	dam_2	2.1.1.72	COG0338	DNA adenine methylase
HOBIDPDJ_03671	CDS	324				hypothetical protein
HOBIDPDJ_03672	CDS	996	rffG_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
HOBIDPDJ_03673	CDS	831	ugd_2	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
HOBIDPDJ_03674	CDS	792	tuaG	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
HOBIDPDJ_03675	CDS	348				hypothetical protein
HOBIDPDJ_03676	CDS	540				hypothetical protein
HOBIDPDJ_03677	CDS	699	rluA_2	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
HOBIDPDJ_03678	CDS	477				hypothetical protein
HOBIDPDJ_03679	CDS	741	glvR		COG1737	HTH-type transcriptional regulator GlvR
HOBIDPDJ_03680	CDS	1557	malX		COG1263	PTS system maltose-specific EIICB component
HOBIDPDJ_03681	CDS	1371	pcaB_2	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
HOBIDPDJ_03682	CDS	1317				hypothetical protein
HOBIDPDJ_03683	CDS	492	fdhF_3	1.17.1.9	COG0243	Formate dehydrogenase H
HOBIDPDJ_03684	CDS	1686	fdhF_4	1.17.1.9	COG0243	Formate dehydrogenase H
HOBIDPDJ_03685	CDS	699	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
HOBIDPDJ_03686	CDS	870	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
HOBIDPDJ_03687	CDS	1491	sglT_2			Sodium/glucose cotransporter
HOBIDPDJ_03688	CDS	474	yhcH		COG2731	putative protein YhcH
HOBIDPDJ_03689	CDS	888	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
HOBIDPDJ_03690	CDS	894	nanA	4.1.3.3		N-acetylneuraminate lyase
HOBIDPDJ_03691	CDS	690				hypothetical protein
HOBIDPDJ_03692	CDS	1980				hypothetical protein
HOBIDPDJ_03693	CDS	714	sapB_2		COG1285	Protein SapB
HOBIDPDJ_03694	CDS	1248	yegT			Putative nucleoside transporter YegT
HOBIDPDJ_03695	CDS	822	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
HOBIDPDJ_03696	CDS	2202	purR_2			HTH-type transcriptional repressor PurR
HOBIDPDJ_03697	CDS	900				hypothetical protein
HOBIDPDJ_03698	CDS	642	dmsB_4		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
HOBIDPDJ_03699	CDS	2418	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
HOBIDPDJ_03700	CDS	771	nimR_3			HTH-type transcriptional regulator NimR
HOBIDPDJ_03701	CDS	1500	smvA			Methyl viologen resistance protein SmvA
HOBIDPDJ_03702	CDS	552	slmA_2			Nucleoid occlusion factor SlmA
HOBIDPDJ_03703	CDS	756	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
HOBIDPDJ_03704	CDS	1008	yclO		COG4605	Petrobactin import system permease protein YclO
HOBIDPDJ_03705	CDS	963	yclN		COG4606	Petrobactin import system permease protein YclN
HOBIDPDJ_03706	CDS	960	yclQ_2		COG4607	Petrobactin-binding protein YclQ
HOBIDPDJ_03707	CDS	327	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
HOBIDPDJ_03708	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
HOBIDPDJ_03709	CDS	348	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
HOBIDPDJ_03710	CDS	849	chbR			HTH-type transcriptional regulator ChbR
HOBIDPDJ_03711	CDS	1353	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
HOBIDPDJ_03712	CDS	762	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
HOBIDPDJ_03713	CDS	567	ompX		COG3637	Outer membrane protein X
HOBIDPDJ_03714	CDS	696				hypothetical protein
HOBIDPDJ_03715	CDS	780	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HOBIDPDJ_03716	CDS	1578	nikA		COG0747	Nickel-binding periplasmic protein
HOBIDPDJ_03717	CDS	927	nikB		COG0601	Nickel transport system permease protein NikB
HOBIDPDJ_03718	CDS	870	cntC			Metal-staphylopine import system permease protein CntC
HOBIDPDJ_03719	CDS	810	cntD_2	7.2.2.-		Metal-staphylopine import system ATP-binding protein CntD
HOBIDPDJ_03720	CDS	753	cntF	7.2.2.-	COG1124	Metal-staphylopine import system ATP-binding protein CntF
HOBIDPDJ_03721	CDS	429				hypothetical protein
HOBIDPDJ_03722	CDS	1587	araB	2.7.1.16	COG1069	Ribulokinase
HOBIDPDJ_03723	CDS	1647				hypothetical protein
HOBIDPDJ_03724	CDS	930	dapA_3	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
HOBIDPDJ_03725	CDS	1053				hypothetical protein
HOBIDPDJ_03726	CDS	975				hypothetical protein
HOBIDPDJ_03727	CDS	462				hypothetical protein
HOBIDPDJ_03728	CDS	1515				hypothetical protein
HOBIDPDJ_03729	CDS	1005	cra_1		COG1609	Catabolite repressor/activator
HOBIDPDJ_03730	CDS	591				hypothetical protein
HOBIDPDJ_03731	CDS	900	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
HOBIDPDJ_03732	CDS	357				hypothetical protein
HOBIDPDJ_03733	CDS	1494	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
HOBIDPDJ_03734	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
HOBIDPDJ_03735	CDS	840	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
HOBIDPDJ_03736	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
HOBIDPDJ_03737	CDS	579	nfuA		COG0316	Fe/S biogenesis protein NfuA
HOBIDPDJ_03738	CDS	693	purF_2	2.4.2.14		Amidophosphoribosyltransferase
HOBIDPDJ_03739	CDS	786	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
HOBIDPDJ_03740	CDS	447				hypothetical protein
HOBIDPDJ_03741	CDS	234	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
HOBIDPDJ_03742	CDS	2331	feoB		COG0370	Fe(2+) transporter FeoB
HOBIDPDJ_03743	CDS	237	feoA		COG1918	Fe(2+) transport protein A
HOBIDPDJ_03744	CDS	1449				hypothetical protein
HOBIDPDJ_03745	CDS	501	yihI		COG3078	Der GTPase-activating protein YihI
HOBIDPDJ_03746	CDS	1476				hypothetical protein
HOBIDPDJ_03747	CDS	549	rimJ_2	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
HOBIDPDJ_03748	CDS	1359	adeP		COG2252	Adenine permease AdeP
HOBIDPDJ_03749	CDS	2517	cdiA2	3.1.-.-		tRNA nuclease CdiA-2
HOBIDPDJ_03750	CDS	369	acpS_2	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
HOBIDPDJ_03751	CDS	756	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HOBIDPDJ_03752	CDS	579	fabZ_2	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
HOBIDPDJ_03753	CDS	321	acpP_2			Acyl carrier protein
HOBIDPDJ_03754	CDS	1149	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
HOBIDPDJ_03755	CDS	2562				hypothetical protein
HOBIDPDJ_03756	CDS	1218				hypothetical protein
HOBIDPDJ_03757	CDS	1035				hypothetical protein
HOBIDPDJ_03758	CDS	708	lolD_3	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
HOBIDPDJ_03759	CDS	666				hypothetical protein
HOBIDPDJ_03760	CDS	1308				hypothetical protein
HOBIDPDJ_03761	CDS	939	fenF	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
HOBIDPDJ_03762	CDS	1011				hypothetical protein
HOBIDPDJ_03763	CDS	750	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
HOBIDPDJ_03764	CDS	738	gltJ_2		COG0765	Glutamate/aspartate import permease protein GltJ
HOBIDPDJ_03765	CDS	840	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
HOBIDPDJ_03766	CDS	735	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
HOBIDPDJ_03767	CDS	777	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
HOBIDPDJ_03768	CDS	903	pstA		COG0581	Phosphate transport system permease protein PstA
HOBIDPDJ_03769	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
HOBIDPDJ_03770	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
HOBIDPDJ_03771	CDS	1341	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
HOBIDPDJ_03772	CDS	723	ompR			Transcriptional regulatory protein OmpR
HOBIDPDJ_03773	CDS	480	greB		COG0782	Transcription elongation factor GreB
HOBIDPDJ_03774	CDS	2334	yhgF		COG2183	Protein YhgF
HOBIDPDJ_03775	CDS	675			COG1462	Putative lipoprotein/NMB1164
HOBIDPDJ_03776	CDS	351				hypothetical protein
HOBIDPDJ_03777	CDS	657			COG4380	Putative lipoprotein/NMB1162
HOBIDPDJ_03778	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
HOBIDPDJ_03779	CDS	1422	glnG		COG2204	DNA-binding transcriptional regulator NtrC
HOBIDPDJ_03780	CDS	1047	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
HOBIDPDJ_03781	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
HOBIDPDJ_03782	CDS	1818	typA		COG1217	GTP-binding protein TypA/BipA
HOBIDPDJ_03783	CDS	234	vapB2			Antitoxin VapB2
HOBIDPDJ_03784	CDS	420	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
HOBIDPDJ_03785	CDS	324				hypothetical protein
HOBIDPDJ_03786	CDS	417				hypothetical protein
HOBIDPDJ_03787	CDS	309				hypothetical protein
HOBIDPDJ_03788	CDS	618	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
HOBIDPDJ_03789	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
HOBIDPDJ_03790	CDS	915				hypothetical protein
HOBIDPDJ_03791	CDS	879	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
HOBIDPDJ_03792	CDS	240				hypothetical protein
HOBIDPDJ_03793	CDS	1689				hypothetical protein
HOBIDPDJ_03794	CDS	1392	xanP		COG2233	Xanthine permease XanP
HOBIDPDJ_03795	CDS	1215	gltS		COG0786	Sodium/glutamate symporter
HOBIDPDJ_03796	CDS	2088	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
HOBIDPDJ_03797	CDS	720	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
HOBIDPDJ_03798	CDS	2127	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
HOBIDPDJ_03799	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
HOBIDPDJ_03800	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
HOBIDPDJ_03801	CDS	618				hypothetical protein
HOBIDPDJ_03802	CDS	1287	tolB_2			Tol-Pal system protein TolB
HOBIDPDJ_03803	CDS	885				hypothetical protein
HOBIDPDJ_03804	CDS	435				hypothetical protein
HOBIDPDJ_03805	CDS	321				hypothetical protein
HOBIDPDJ_03806	CDS	387				hypothetical protein
HOBIDPDJ_03807	CDS	2073	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
HOBIDPDJ_03808	CDS	906	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
HOBIDPDJ_03809	CDS	582	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
HOBIDPDJ_03810	CDS	1278	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
HOBIDPDJ_03811	CDS	1659	aspT			Aspartate/alanine antiporter
HOBIDPDJ_03812	CDS	330				hypothetical protein
HOBIDPDJ_03813	CDS	303				hypothetical protein
HOBIDPDJ_03814	tRNA	77				tRNA-Pro(tgg)
HOBIDPDJ_03815	CDS	1683				hypothetical protein
HOBIDPDJ_03816	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
HOBIDPDJ_03817	CDS	1020	dppB_2		COG0601	Dipeptide transport system permease protein DppB
HOBIDPDJ_03818	CDS	903	dppC_2		COG1173	Dipeptide transport system permease protein DppC
HOBIDPDJ_03819	CDS	984	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
HOBIDPDJ_03820	CDS	1002	gsiA_2	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
HOBIDPDJ_03821	CDS	1695				hypothetical protein
HOBIDPDJ_03822	CDS	711	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
HOBIDPDJ_03823	CDS	1512	yhjJ		COG0612	Protein YhjJ
HOBIDPDJ_03824	CDS	207		5.3.2.-	COG1942	putative tautomerase
HOBIDPDJ_03825	CDS	1023	yhjD		COG1295	Inner membrane protein YhjD
HOBIDPDJ_03826	CDS	393	yqjC			Protein YqjC
HOBIDPDJ_03827	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
HOBIDPDJ_03828	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
HOBIDPDJ_03829	CDS	141				hypothetical protein
HOBIDPDJ_03830	CDS	1422	soxB	1.5.3.1		Sarcosine oxidase subunit beta
HOBIDPDJ_03831	CDS	498	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
HOBIDPDJ_03832	CDS	519	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
HOBIDPDJ_03833	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
HOBIDPDJ_03834	CDS	270	yihD		COG3084	Protein YihD
HOBIDPDJ_03835	CDS	996	srkA	2.7.11.1	COG2334	Stress response kinase A
HOBIDPDJ_03836	CDS	624	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
HOBIDPDJ_03837	CDS	399				hypothetical protein
HOBIDPDJ_03838	CDS	2850	polA	2.7.7.7	COG0258	DNA polymerase I
HOBIDPDJ_03839	CDS	519	def1	3.5.1.88	COG0242	Peptide deformylase 1
HOBIDPDJ_03840	CDS	624	engB		COG0218	putative GTP-binding protein EngB
HOBIDPDJ_03841	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
HOBIDPDJ_03842	CDS	576	trpG_2	4.1.3.27	COG0512	Anthranilate synthase component 2
HOBIDPDJ_03843	CDS	1218	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
HOBIDPDJ_03844	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
HOBIDPDJ_03845	CDS	408	yhfA		COG1765	Protein YhfA
HOBIDPDJ_03846	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
HOBIDPDJ_03847	CDS	222				hypothetical protein
HOBIDPDJ_03848	CDS	981				hypothetical protein
